,service,food,anecdotes/miscellaneous,ambience,price
0,-0.00083456165,0.0072274082,0.010719425,-0.03237717,-0.04114289
1,-0.0253291,-0.0069412366,-0.0068112514,-0.011167964,-0.01588569
2,-0.0032197936,0.006370132,0.000555324,0.04762802,0.07352826
3,-0.03454578,-0.013053882,0.01992649,-0.004874119,0.040591694
4,-0.0051081143,-0.0052537117,-0.004062376,-0.005325758,0.015050361
5,-0.02221282,0.015972305,-0.013826105,0.04992265,-0.0011956537
6,-0.05345978,0.00035600163,0.0008223377,-0.0037496032,0.06305863
7,-0.05913353,0.035063334,-0.0012921137,-0.055492017,-0.06514583
8,-0.00011390855,-0.004284243,-0.023162242,-0.0032964484,0.06689127
9,0.04037062,-0.014596939,0.037503105,-0.021818874,0.009338979
10,0.01217232,-0.005904101,-0.003559613,-0.0134999,-0.028531149
11,-0.033436194,0.007475311,0.0418271,-0.041768752,-0.0017206621
12,0.035930023,0.002997757,-0.044918016,-0.019439133,-0.031708207
13,0.036464483,-0.009646982,-0.0026206835,-0.0073343418,-0.039503157
14,0.04179444,-0.0049485303,-0.0019305449,0.055292062,-0.049324278
15,0.025304887,-0.03350554,-0.0015845789,-0.027456488,0.023083052
16,-0.06334875,0.00969925,-0.011244389,-0.0014705295,-0.04199233
17,-0.042707127,0.0003711601,0.0024965121,-0.004027622,0.036015105
18,-0.0152502665,0.0059540537,-0.002875029,-0.025859216,0.010503201
19,-0.039169524,-0.008574638,-0.012242683,-0.031290337,-0.06967439
20,-0.033894543,0.019307295,-0.0063560116,0.02654061,-0.041784428
21,0.05574111,-0.0067183166,-0.011432679,0.038158156,-0.04178695
22,-0.012914756,0.0055036875,0.00515292,0.0073393174,-0.0045029013
23,-0.024476748,0.006223218,-0.005850358,-0.028894074,-0.06482558
24,-0.05789778,-0.010295212,-0.0069109458,-0.004244882,0.053882945
25,-0.0051767956,0.0018261294,0.0015548257,0.008969802,-0.05088389
26,0.0004967715,0.011502486,0.015684152,-0.026298838,-0.032848414
27,0.003168881,-0.016462158,0.0016182649,0.004831988,-0.019889835
28,0.026821956,0.008251963,-0.005488346,-0.05919131,-0.0023885944
29,-0.005472001,-0.016988302,-0.031132864,0.05608841,0.02472771
30,-0.036522582,-0.0040403204,-0.015398675,0.00652468,-0.06375152
31,-0.032709926,-0.000914362,0.009684051,-0.049228717,0.07051921
32,0.0059021283,-0.008638606,-0.037674125,0.021201855,-0.0075756693
33,-0.06293361,0.009607034,0.009988764,-0.01232426,-0.023352513
34,0.0017404052,0.02897269,-0.0009567317,0.05766672,0.006069708
35,-0.043433163,-0.008016859,-0.004069097,0.0356976,-0.068151295
36,0.00022629417,0.027424105,-0.0038161688,0.021007886,-0.038690645
37,-0.027072312,-0.0007681889,-0.012258709,-0.007985806,-0.06823011
38,-0.04887386,0.001984633,0.041582156,0.010528855,0.01533783
39,-0.032005504,0.005931363,0.03769679,-0.0019376731,-0.06865063
40,-0.026798923,-4.4846398e-05,0.0069343336,-0.04010753,0.059908036
41,0.003244733,0.01267125,0.003780194,-0.05364444,0.027568797
42,0.028774349,-0.009387907,-0.0025776005,0.016004138,-0.046234433
43,0.024095815,0.0063810027,-0.006221188,0.06522465,0.03687491
44,3.170463e-05,0.03262539,-0.012686078,-0.028450852,-0.05222171
45,-0.005855336,-0.018136794,0.003220504,-0.013576534,-0.01482617
46,-0.022235358,0.009896477,0.0370847,0.0025793947,-0.046964843
47,0.028642874,-0.003250367,0.0046800436,-0.06302894,0.0062263794
48,-0.023438295,0.00037777182,0.011605038,-0.013653954,0.040958896
49,-0.03169047,0.001315496,0.055494215,0.020256458,-0.017889282
50,-0.000646857,-0.013998107,-0.00011589572,-0.008931368,-0.059876293
51,0.0043044,0.0014780611,0.0021131984,0.03676655,0.06789734
52,-0.031376243,-0.029121686,-0.012637953,-0.052200932,-0.039056037
53,-0.009957171,0.037402797,0.004630434,-0.029647058,-0.023688026
54,-0.0036344542,-0.008801286,0.0171861,0.03617833,-0.016192745
55,0.005296879,0.014532651,0.003944179,0.009139841,-0.04421642
56,0.009368264,0.0064683356,-0.043001473,-0.05166944,0.06363476
57,-0.0038062232,-0.034702893,-0.008866304,-0.05055647,0.04989372
58,-0.04213365,0.0060227024,-0.00208572,-0.060097992,-0.018910395
59,0.00838444,0.032935664,-0.012872948,0.0061924667,-0.042049553
60,-0.033739146,-0.0070425244,0.014166344,-0.026878351,-0.00982085
61,0.029644255,-0.014543861,-0.0005143212,0.05067696,-0.0014101177
62,0.004185567,0.006694962,0.0074364305,0.030910108,-0.059956543
63,0.020222396,-0.027449498,0.00066101685,-0.008845515,0.05349922
64,0.006490153,-0.0389833,-0.0028324076,-0.03522082,-0.05398175
65,0.004850898,0.02739755,0.004422737,0.0071858778,0.072746165
66,0.057469174,-0.009411529,-0.020629754,-0.06200424,0.008891851
67,-0.012609393,0.01913066,0.0018078687,-0.04261561,-0.065800525
68,0.0035054623,0.004602338,0.0044493726,0.007950379,0.018764947
69,0.015889484,-0.0153970085,-0.011604369,0.04705287,0.033445872
70,-0.005380648,0.007942861,-0.01265817,-0.053129796,-0.003859978
71,0.02722718,-0.00683601,-0.03926137,0.006599309,-0.021387009
72,-0.03642841,0.014930817,0.00025225512,0.0017572825,0.047251187
73,0.03416956,-0.017147081,-0.0051470064,0.014081047,-0.018114178
74,-0.0035453897,0.0038455026,-0.0066276626,0.012769464,0.021035435
75,-0.041310154,0.00936514,0.0005782457,-0.0060637533,0.016034437
76,0.042955708,0.0004126242,-0.011152052,-0.032391835,-0.038222443
77,0.0067959907,-0.0015560372,-0.040912867,0.011350151,0.018524863
78,-0.033851977,0.015871022,0.0068564545,0.063066505,-0.04612094
79,-0.00392488,-0.005843504,-0.002795679,0.0077413227,0.009984859
80,-0.034131587,0.005211129,-0.0032200094,0.00274068,0.016686384
81,0.048269395,0.0063995384,0.0065436987,-0.007260773,-0.00019678676
82,0.033817135,0.0014222014,0.0055234986,-0.047611203,0.010137776
83,0.058663916,0.013954164,0.040359735,0.044814028,0.0029495847
84,0.02548509,-0.008179267,-0.0032542234,0.031107586,0.06687276
85,-0.04143849,0.0058508143,0.0026304864,0.014677034,-0.02936913
86,-0.023256594,-0.011787534,-0.010523496,-0.047253557,-0.0082085915
87,0.028103149,0.027382353,-0.0037612733,0.0033337225,-0.012414221
88,-0.04900818,-0.00878615,-0.003305437,-0.051622316,-0.0640938
89,-0.032863777,0.019477582,0.005077352,0.022349577,0.0005928533
90,-0.0038740432,-0.03203058,-0.012944246,-0.056800198,-0.008290611
91,0.047649853,-0.0035418596,0.002886987,-0.01627981,0.029104415
92,-0.00448315,-0.009804018,0.011122783,0.052825578,-0.046808146
93,-0.046731323,0.008958951,-0.012894318,-0.008317076,0.020196406
94,-0.00945478,0.00185798,-0.019205464,0.034230173,0.04513699
95,-0.032271467,0.0046625645,0.039365437,-0.05542154,0.06802868
96,-0.016254544,0.015219866,-0.017469902,0.036721013,-4.912312e-05
97,-0.0037995793,-0.025945866,-0.009241957,0.0054694368,0.020259144
98,-0.019445127,-0.0019092005,-0.003431807,-0.027201343,0.019037519
99,-0.002103569,-0.004700751,-0.007075131,-0.018502437,0.04209022
100,0.045173883,-0.007731903,-0.018566856,0.031481422,-0.04091193
101,0.02268868,0.0022852921,-0.005641542,-0.0037084955,0.043324675
102,0.0014795836,0.011145983,0.008760564,0.05105014,0.03186144
103,0.0487777,0.033327114,-0.015051582,-0.021973094,-0.057479523
104,-0.01839684,0.00060584286,0.007946548,-0.027347455,0.028205339
105,-0.048755363,-0.0010215573,0.013127295,-0.054377865,0.03539044
106,-0.00507718,-0.027398897,0.011726195,0.017833691,-0.044566423
107,-0.044757903,-0.0029057441,0.0044147954,0.03743282,0.006666134
108,0.018328706,0.018914383,-0.041877713,-0.009042076,-0.04543378
109,-0.026632398,-0.0062953704,-0.04051271,0.0036334328,0.01547787
110,0.01444299,0.008138682,-0.0018030744,-0.00959632,-0.05278679
111,0.0013543214,0.03583458,-0.004843835,-0.048637792,-0.06460637
112,-0.04253513,-0.005399769,-0.0077549256,-0.05435525,0.008884053
113,-0.0014052772,-0.010650402,-0.0041093198,0.01575028,-0.020334288
114,-0.037952956,-0.0025731106,0.0073312563,0.0031430991,0.066600055
115,0.061693143,0.0064396886,0.0058394074,-0.0038373645,0.068147555
116,0.056386188,0.0006462874,-0.003509842,0.007723669,0.034642864
117,0.027868008,-0.0034049307,-0.0009458437,-0.039552663,0.02016949
118,-0.0032599366,0.0074737538,-0.03029987,-0.06700198,-0.042287037
119,0.0030423342,0.0012939912,-0.0019378315,0.042571135,-0.057483446
120,0.017993022,0.013662513,-0.039215032,-0.035611685,0.036175814
121,0.0035847134,0.00064963574,-0.041026443,-0.06299043,-0.05471608
122,-0.027747078,0.0064159697,0.009257394,0.06323261,0.05013082
123,-6.1601695e-06,-0.0039967815,0.027544629,-0.0041048164,0.003669707
124,-0.030749131,0.005696147,-0.005090913,-0.06211705,-0.05335696
125,-0.013566444,0.036418177,0.001232385,0.05380138,-0.030600226
126,0.031956483,0.0055914735,0.03765288,-0.016568553,-0.035583243
127,0.024779433,0.027190864,0.0043329704,-0.034048896,0.07177875
128,0.045249138,-0.002640599,-0.011071897,0.038154952,0.06177225
129,0.02853797,0.008579809,0.0047709565,-0.03233451,0.06886162
130,-0.0031164316,-0.006080693,0.0072201923,-0.054833483,0.057520516
131,-0.0053451923,0.011881646,0.0015954095,0.008229277,0.06351373
132,0.0027206803,-0.009162147,-0.0009003625,-0.0399173,0.026547931
133,0.017243516,0.013338333,-0.04360797,0.051231522,0.024715079
134,0.01617792,0.012495679,-0.022020858,-0.0019633686,0.044917632
135,-0.04383163,0.01405461,-0.003473182,0.0043673776,0.015625693
136,-0.007684795,0.00649542,-0.038577054,-0.03616115,0.046236917
137,-0.0533836,-0.0030980553,0.0013523188,-0.007847484,-0.055507615
138,-0.0042401175,0.010657604,-0.002543941,0.06080992,0.006606641
139,-0.0021338828,-0.0020264233,0.01146175,-0.012480955,0.04436792
140,-0.049663812,0.00074901927,0.032888494,0.060517002,-0.031416792
141,-0.0025536239,-0.00056081713,-0.0020252797,0.0037297178,-0.0036812404
142,0.040716834,0.02774561,-0.00676093,0.045675516,0.033554625
143,0.031322453,-0.020613613,-0.037746515,0.05175631,-0.0088304235
144,0.017915424,-0.009646619,0.00022523034,0.000673923,-0.025163926
145,-0.027010366,-0.007990053,-0.023468295,0.01948853,-0.0025866046
146,-0.04326769,0.0012644161,0.022133468,0.06850103,0.063842595
147,0.062266946,-0.0032557133,-0.03113733,-0.051187936,0.045988753
148,0.0035929575,-0.006922684,0.0014289869,0.021254893,0.05410362
149,0.0058566765,0.008755422,0.0051362147,-0.06324594,-0.0006335639
150,-0.0069601103,0.032976184,0.052149914,-0.06179047,-0.06957419
151,0.0012522278,-0.03032005,-0.042783428,0.057349805,-0.059172604
152,0.040406086,0.012690372,-0.0047426843,0.061718713,-0.042828977
153,-0.037505794,-0.007142179,-0.013501874,0.0028118445,0.0043509174
154,0.051649734,-0.027393006,-0.0057217437,-0.015056909,-0.059185117
155,0.044242464,0.036295917,-0.020557694,0.033315066,0.034238856
156,-0.013733736,0.002378819,-0.0060746544,-0.037926797,0.06992001
157,0.018330542,-0.014551552,0.009980597,0.015962843,0.010408522
158,0.02396942,0.008762541,-0.0042823646,-0.003483238,0.015240996
159,-0.0040026433,0.030135905,0.0070414427,-0.0069782115,0.064789735
160,0.006016926,0.0107404245,-0.0016757644,0.055192765,0.04865921
161,-0.011074925,-0.0063182083,0.0027090888,0.013398052,-0.06006426
162,-0.03736128,-0.027989062,-0.0076541826,0.034073237,-0.022019176
163,0.006334027,-0.0036285317,0.007657327,0.008642447,-0.060669687
164,-0.004279459,-0.021027554,-0.012816055,0.04834405,0.057476167
165,0.0016343335,-0.014271162,0.0128603885,0.0035719357,0.007724655
166,-0.004451617,-0.0009353207,0.01088484,-0.005051729,0.053282335
167,0.050750364,0.006761475,0.011599386,-0.04817564,0.0034199015
168,0.02014883,-0.004611769,-0.011551433,-0.021412792,0.0039750207
169,-0.00907113,-0.029757729,0.008557143,0.056675483,-0.0024342053
170,-0.022944989,0.007875095,-0.043214474,0.021289174,-0.017096002
171,-0.0018270508,-0.0083413515,0.0007448054,0.009951702,0.04124942
172,-0.064550765,-0.01995796,0.014681572,0.006871246,-0.023512235
173,0.0463258,0.009127599,-0.014478111,-0.009398526,-0.014312563
174,0.04200277,0.007104345,-0.018577933,-0.057798572,-0.06314276
175,0.040029727,0.0066731316,0.0024743988,-0.0021176478,0.03507026
176,-0.013160874,0.0073097814,-0.011994408,0.062045764,0.016357582
177,0.035128154,0.006540134,0.017065067,0.009852105,0.0067957886
178,0.032554444,0.00035773352,0.001698865,0.0083852345,0.006081545
179,0.048968323,0.033689305,-0.0021154745,-0.06673841,-0.024419922
180,0.030016921,-0.0033082555,-0.00051910937,-0.015401006,0.011915798
181,0.03562852,-0.011114463,-0.03085924,0.04920569,-0.05144686
182,0.036423154,0.0026391982,0.0072415792,-0.016017377,-0.005632291
183,0.006852155,-0.002452381,-0.0037616577,0.0057692747,-0.0670823
184,0.0015399671,-0.038282752,-0.04608474,0.04793331,-0.0033377095
185,0.0025396445,0.0039505865,0.0052434946,-0.045833234,0.013447681
186,0.052869137,0.0038347081,0.0026379097,-0.05465766,0.040008068
187,0.015740072,0.011930946,0.003863616,-0.03648185,0.068767644
188,0.027466796,-0.003576017,-0.012387473,0.025834411,-0.06704411
189,0.0017415115,0.0017348157,-0.043902546,0.032278795,-0.0057790894
190,0.040476564,-0.009313258,0.0049919114,0.007674392,-0.015664734
191,-0.058914628,0.019838255,0.010826437,-0.047605794,0.029372983
192,-0.048646335,0.01842543,0.02165774,-0.030525837,-0.012787848
193,0.01331365,-0.0011037565,-0.0025061492,0.0034528542,-0.018310191
194,-0.049261652,0.005501403,-0.010066541,0.05594831,0.07501442
195,-0.0026618887,0.0013843603,0.00245877,0.019011762,-0.02157385
196,-0.009183697,-0.0064814873,-0.0044665523,0.05967061,-0.0073495023
197,-0.045491476,0.012695913,0.039450854,0.019116154,-0.048210744
198,0.03835074,-0.005165018,0.004701813,0.02159053,0.05336411
199,0.005773504,0.011733356,0.041254506,-0.0025054582,0.052239995
200,-0.056842115,-0.0044122804,-0.0043920283,-0.008784575,-0.036602803
201,0.009752392,0.019654317,-0.051694956,0.008082515,-0.001634664
202,-0.025474545,0.0031890206,-0.0068605347,-0.044883724,0.01202536
203,0.016576987,0.029633438,0.0007268724,-0.015900483,-0.0016052044
204,0.0046381797,-0.038498245,0.010669679,0.045916107,0.0021885824
205,-0.05775594,-0.027529253,0.011609798,-0.021718381,-0.004132143
206,0.0038727147,-0.015987866,0.011288489,-0.014522241,-0.0004544843
207,-0.061063178,0.017400647,-0.026417173,0.043524105,-0.036355194
208,-0.043021474,0.030787477,0.012438639,-0.0017191848,-0.06545017
209,0.0024418752,0.0033718084,0.01229803,-0.0048516276,0.034453828
210,0.04061821,-0.012731065,-0.03949528,-0.06615107,0.07633285
211,-0.002821721,-0.031353198,-0.008842786,0.02486861,-0.04620268
212,0.0030255627,-0.016136542,-0.006088629,-0.029544268,-0.048536405
213,0.036879536,-0.0017887948,-0.05467984,-0.028734885,0.024941418
214,-0.012311845,0.0077087022,0.007502132,-0.009356308,-0.001922393
215,0.057188615,-0.00080212665,0.012673186,0.034115564,-0.041248538
216,-0.021538885,-0.0298433,-0.01208914,-0.059472073,-0.041008838
217,0.0031763837,-0.0019572326,-0.0040685423,0.053687263,0.05302618
218,0.037488654,-0.009492709,0.010361512,-0.06406217,-0.028402174
219,0.011837009,-0.008087659,-0.0067918324,0.058360398,-0.06323169
220,0.033266645,0.004927193,0.0015705804,0.046495616,0.06647533
221,-0.04355269,0.005238285,-0.0017020355,0.040711574,-0.026643991
222,-0.00066264026,-0.0038940555,-0.016560536,-0.03815309,0.045300767
223,0.010412856,0.0059610894,0.0024790217,-0.042080566,-0.029146133
224,0.0037871732,0.0074916356,-0.004199908,0.004164708,-0.009885302
225,0.050682418,0.019706432,-0.012528132,-0.0063398643,0.033113334
226,0.028770851,0.00079582277,0.009611176,0.015132883,0.042941652
227,-0.0337074,-0.025422843,-0.039919265,0.040770285,-0.012993229
228,0.0050242217,-0.0040406906,0.0020992148,-0.0029114722,0.041669313
229,-0.00027511368,-0.020625932,0.01655651,0.0012702767,0.0085246265
230,-0.0362902,0.0035524329,0.0017931676,0.0019079946,-0.034821145
231,0.009047441,0.0030800712,-0.0135623645,0.044563618,0.054446384
232,-0.004701255,-0.0039525838,-0.0013751906,-0.011953931,0.027781649
233,-0.0051004137,0.008478535,0.003091601,-0.052110434,-0.06633485
234,-0.033647038,-0.015973791,0.0045587695,-0.0397458,0.047430027
235,-0.05674931,0.005196571,-0.03733264,-0.026669249,-0.050587207
236,0.043711066,-0.0071865176,0.037666842,0.033204123,0.02757545
237,0.023136612,0.002866628,-0.02193328,0.044404145,-0.055976324
238,-0.005993553,0.031401858,-0.034652963,0.022203596,-0.026614232
239,0.037769686,0.013348352,0.02770844,0.0473912,-0.003677734
240,-0.05433251,-0.005489053,0.03783408,0.017614234,0.041919615
241,0.032911092,0.012413391,0.0044075474,-0.020607645,-0.03928089
242,0.0140626365,0.011410996,0.0033106182,0.00097552314,-0.07782247
243,0.03506627,0.031824205,-0.010883594,0.043743704,0.004297286
244,0.0140990885,0.0061458265,-0.042931784,0.0047987374,-0.010022982
245,-0.024804803,0.01077892,0.010201078,-0.04180661,-0.023566784
246,0.034146372,0.0056987843,-0.003755282,0.06550687,0.014143501
247,0.056688275,-0.03534107,0.03775712,-0.021205448,0.0040267105
248,0.04967186,0.007100897,-0.000721603,0.02959372,0.017636316
249,-0.010729642,0.008305802,0.03729683,0.062193394,-0.0074451906
250,0.005510492,0.03203973,-0.017916476,-0.0488873,0.06675634
251,-0.034933012,-0.011881785,0.012627369,-0.046218608,0.013278259
252,0.044987228,-0.0046709813,-0.041942064,0.030470291,-0.06776608
253,0.002209462,-0.007352315,0.010861409,0.031011328,0.06912747
254,0.056602348,-0.011708576,0.0028396451,-0.031950925,0.030878352
255,-0.032278188,0.013981373,0.0017019665,0.03326473,-0.028660646
256,-0.032073125,0.012525941,0.004748984,0.046794813,-0.07477152
257,-7.927874e-05,0.009509818,0.039996095,0.008278269,0.04857528
258,-0.026046386,0.015604207,-0.038087185,-0.067807,-0.033786003
